title,link,description,date,source
$3333 fine for $33 bribe? Singaporean arrested in Malaysia for trying to circumvent green lane requirements - AsiaOne,https://www.asiaone.com/malaysia/3333-fine-33-bribe-singaporean-arrested-malaysia-trying-circumvent-green-lane-requirements," href=""https://www.asiaone.com/malaysia/3333-fine-33-bribe-singaporean-arrested-malaysia-trying-circumvent-green-lane-requirements"" target=""_blank"">$3333 fine for $33 bribe? Singaporean arrested in Malaysia for trying to circumvent green lane requirements</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AsiaOne</font",2020-10-26 09:34:24+00:00,AsiaOne
Court hears former FIFA official’s appeal in bribery case - Raleigh News & Observer,https://www.newsobserver.com/sports/article246422070.html," href=""https://www.newsobserver.com/sports/article246422070.html"" target=""_blank"">Court hears former FIFA official’s appeal in bribery case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Raleigh News & Observer</font",2020-10-13 07:00:00+00:00,Raleigh News & Observer
FBI informant takes the witness stand in bribery case against Brownsville ISD trustee - KRGV,http://www.krgv.com/news/fbi-informant-takes-the-witness-stand-in-bribery-case-against-brownsville-isd-trustee/," href=""http://www.krgv.com/news/fbi-informant-takes-the-witness-stand-in-bribery-case-against-brownsville-isd-trustee/"" target=""_blank"">FBI informant takes the witness stand in bribery case against Brownsville ISD trustee</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KRGV</font",2020-10-26 23:40:03+00:00,KRGV
Dainfern man with outstanding R500k electricity bill arrested for bribery - HeraldLIVE,https://www.heraldlive.co.za/news/2020-10-02-dainfern-man-with-outstanding-r500k-electricity-bill-arrested-for-bribery/," href=""https://www.heraldlive.co.za/news/2020-10-02-dainfern-man-with-outstanding-r500k-electricity-bill-arrested-for-bribery/"" target=""_blank"">Dainfern man with outstanding R500k electricity bill arrested for bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">HeraldLIVE</font",2020-10-02 07:00:00+00:00,HeraldLIVE
Tourist Council member Kapur caught up in bribery case involving Palm Bay development - Florida Today,https://www.floridatoday.com/story/news/local/2020/10/06/tourist-council-member-caught-up-palm-bay-development-bribery-case/5898178002/," href=""https://www.floridatoday.com/story/news/local/2020/10/06/tourist-council-member-caught-up-palm-bay-development-bribery-case/5898178002/"" target=""_blank"">Tourist Council member Kapur caught up in bribery case involving Palm Bay development</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Florida Today</font",2020-10-06 07:00:00+00:00,Florida Today
Arizona confirms receipt of official NCAA allegations in college basketball bribery scandal - KOLD,https://www.kold.com/2020/10/23/arizona-expected-receive-official-ncaa-allegations-college-basketaball-bribery-scandal/," href=""https://www.kold.com/2020/10/23/arizona-expected-receive-official-ncaa-allegations-college-basketaball-bribery-scandal/"" target=""_blank"">Arizona confirms receipt of official NCAA allegations in college basketball bribery scandal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KOLD</font",2020-10-23 04:44:00+00:00,KOLD
Albanian Daily News - albaniandailynews.com,https://albaniandailynews.com/news/driver-arrested-over-attempted-bribery," href=""https://albaniandailynews.com/news/driver-arrested-over-attempted-bribery"" target=""_blank"">Albanian Daily News</a>&nbsp;&nbsp;<font color=""#6f6f6f"">albaniandailynews.com</font",2020-10-26 10:30:43+00:00,albaniandailynews.com
Andhra Pradesh Anti-Corruption Bureau arrest village school headmaster on charges of bribery - EdexLive,https://www.edexlive.com/news/2020/oct/23/andhra-pradesh-anti-corruption-bureau-arrest-village-school-headmaster-on-charges-of-bribery-15410.html," href=""https://www.edexlive.com/news/2020/oct/23/andhra-pradesh-anti-corruption-bureau-arrest-village-school-headmaster-on-charges-of-bribery-15410.html"" target=""_blank"">Andhra Pradesh Anti-Corruption Bureau arrest village school headmaster on charges of bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EdexLive</font",2020-10-23 12:15:07+00:00,EdexLive
Joburg man arrested for trying to bribe City Power workers after having lights cut - IOL,https://www.iol.co.za/news/joburg-man-arrested-for-trying-to-bribe-city-power-workers-after-having-lights-cut--c0e36ed6-31a9-5947-aed5-bef9c1e97196," href=""https://www.iol.co.za/news/joburg-man-arrested-for-trying-to-bribe-city-power-workers-after-having-lights-cut--c0e36ed6-31a9-5947-aed5-bef9c1e97196"" target=""_blank"">Joburg man arrested for trying to bribe City Power workers after having lights cut</a>&nbsp;&nbsp;<font color=""#6f6f6f"">IOL</font",2020-10-01 07:00:00+00:00,IOL
Top Construction Union Leader Charged With Taking Bribes From Non-Union Plumber - Gothamist,https://gothamist.com/news/top-construction-union-leader-charged-taking-bribes-non-union-plumber," href=""https://gothamist.com/news/top-construction-union-leader-charged-taking-bribes-non-union-plumber"" target=""_blank"">Top Construction Union Leader Charged With Taking Bribes From Non-Union Plumber</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gothamist</font",2020-10-01 07:00:00+00:00,Gothamist
Engineer Arrested For Taking Bribe - Hill Post,https://hillpost.in/2020/10/engineer-arrested-for-taking-bribe/114791/," href=""https://hillpost.in/2020/10/engineer-arrested-for-taking-bribe/114791/"" target=""_blank"">Engineer Arrested For Taking Bribe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hill Post</font",2020-10-25 15:49:00+00:00,Hill Post
"Construction union officials indicted on racketeering, fraud and bribery charges - Westfair Online",https://westfaironline.com/128884/construction-union-officials-indicted-on-racketeering-fraud-and-bribery-charges/," href=""https://westfaironline.com/128884/construction-union-officials-indicted-on-racketeering-fraud-and-bribery-charges/"" target=""_blank"">Construction union officials indicted on racketeering, fraud and bribery charges</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Westfair Online</font",2020-10-02 07:00:00+00:00,Westfair Online
Odisha: CHC official arrested by Vigilance on bribery charges - Sambad English,https://sambadenglish.com/odisha-chc-official-arrested-by-vigilance-on-bribery-charges/," href=""https://sambadenglish.com/odisha-chc-official-arrested-by-vigilance-on-bribery-charges/"" target=""_blank"">Odisha: CHC official arrested by Vigilance on bribery charges</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sambad English</font",2020-10-20 19:10:00+00:00,Sambad English
"Maryland Correctional officer charged with taking bribes to smuggle drugs into Maryland prison, feds say - Baltimore Sun",https://www.baltimoresun.com/news/crime/bs-md-cr-correctional-officer-arrested-smuggling-drugs-20201007-wfuaehs6ong4tclvv4brtxseuu-story.html," href=""https://www.baltimoresun.com/news/crime/bs-md-cr-correctional-officer-arrested-smuggling-drugs-20201007-wfuaehs6ong4tclvv4brtxseuu-story.html"" target=""_blank"">Maryland Correctional officer charged with taking bribes to smuggle drugs into Maryland prison, feds say</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Baltimore Sun</font",2020-10-07 07:00:00+00:00,Baltimore Sun
"Two Palm Bay candidates accepted $1,000 contributions from developer later charged with bribery - Florida Today",https://www.floridatoday.com/story/news/politics/elections/2020/10/07/bribery-suspect-contributed-1-000-two-palm-bay-council-candidates/3634725001/," href=""https://www.floridatoday.com/story/news/politics/elections/2020/10/07/bribery-suspect-contributed-1-000-two-palm-bay-council-candidates/3634725001/"" target=""_blank"">Two Palm Bay candidates accepted $1,000 contributions from developer later charged with bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Florida Today</font",2020-10-07 07:00:00+00:00,Florida Today
Berrios son-in-law indicted in bribery scheme involving ex-state Rep. Luis Arroyo - Chicago Tribune,https://www.chicagotribune.com/news/criminal-justice/ct-joseph-berrios-son-in-law-bribery-charges-arroyo-20201002-4pplbz5mu5cktpxzkd3yka54my-story.html," href=""https://www.chicagotribune.com/news/criminal-justice/ct-joseph-berrios-son-in-law-bribery-charges-arroyo-20201002-4pplbz5mu5cktpxzkd3yka54my-story.html"" target=""_blank"">Berrios son-in-law indicted in bribery scheme involving ex-state Rep. Luis Arroyo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Chicago Tribune</font",2020-10-02 07:00:00+00:00,Chicago Tribune
CEFC China Energy Bribery in UN Omitted By NYT As SG Guterres Bans Press To Cover Up - Inner City Press,http://www.innercitypress.com/ungate1cefcnytgutwhitewashicp102620.html," href=""http://www.innercitypress.com/ungate1cefcnytgutwhitewashicp102620.html"" target=""_blank"">CEFC China Energy Bribery in UN Omitted By NYT As SG Guterres Bans Press To Cover Up</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inner City Press</font",2020-10-26 12:38:46+00:00,Inner City Press
"Report: Texas Attorney Ken Paxton allegedly took bribes, abused office, executives in his office say - Houston Chronicle ",https://www.statesman.com/news/20201003/top-aides-accuse-texas-attorney-general-ken-paxton-of-bribery-abusing-office," href=""https://www.statesman.com/news/20201003/top-aides-accuse-texas-attorney-general-ken-paxton-of-bribery-abusing-office"" target=""_blank"">Report: Texas Attorney Ken Paxton allegedly took bribes, abused office, executives in his office say</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Houston Chronicle </font",2020-10-03 07:00:00+00:00,Houston Chronicle 
CBI arrests two Delhi cops in bribery case - ANI News,https://www.aninews.in/news/national/general-news/cbi-arrests-two-delhi-cops-in-bribery-case20201013235429," href=""https://www.aninews.in/news/national/general-news/cbi-arrests-two-delhi-cops-in-bribery-case20201013235429"" target=""_blank"">CBI arrests two Delhi cops in bribery case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANI News</font",2020-10-13 07:00:00+00:00,ANI News
"Three R. Kelly Associates Arrested For Bribery, Intimidation - NPR",https://www.npr.org/2020/08/12/901738670/three-r-kelly-associates-arrested-for-trying-to-bribe-intimidate-alleged-victims," href=""https://www.npr.org/2020/08/12/901738670/three-r-kelly-associates-arrested-for-trying-to-bribe-intimidate-alleged-victims"" target=""_blank"">Three R. Kelly Associates Arrested For Bribery, Intimidation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font",2020-08-12 07:00:00+00:00,NPR
Maharashtra ACB arrests Palghar Zilla Parishad staffer for bribery - Times of India,https://timesofindia.indiatimes.com/city/thane/maharashtra-acb-arrests-palghar-zilla-parishad-staff-for-bribery/articleshow/78623594.cms," href=""https://timesofindia.indiatimes.com/city/thane/maharashtra-acb-arrests-palghar-zilla-parishad-staff-for-bribery/articleshow/78623594.cms"" target=""_blank"">Maharashtra ACB arrests Palghar Zilla Parishad staffer for bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font",2020-10-12 07:00:00+00:00,Times of India
Walvis detective arrested for bribery - Informante,https://informante.web.na/?p=296531," href=""https://informante.web.na/?p=296531"" target=""_blank"">Walvis detective arrested for bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Informante</font",2020-09-29 07:00:00+00:00,Informante
Tokyo District Court denies bail for Akimoto in IR corruption case - IAG - Inside Asian Gaming,https://www.asgam.com/index.php/2020/10/15/tokyo-district-court-denies-bail-for-akimoto-in-ir-corruption-case/," href=""https://www.asgam.com/index.php/2020/10/15/tokyo-district-court-denies-bail-for-akimoto-in-ir-corruption-case/"" target=""_blank"">Tokyo District Court denies bail for Akimoto in IR corruption case - IAG</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Asian Gaming</font",2020-10-15 07:00:00+00:00,Inside Asian Gaming
"Jodhpur news: Bribery patwari boarded ACB's hands, arrested red-handed - Pledge Times",https://pledgetimes.com/jodhpur-news-bribery-patwari-boarded-acbs-hands-arrested-red-handed/," href=""https://pledgetimes.com/jodhpur-news-bribery-patwari-boarded-acbs-hands-arrested-red-handed/"" target=""_blank"">Jodhpur news: Bribery patwari boarded ACB's hands, arrested red-handed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pledge Times</font",2020-10-20 15:04:17+00:00,Pledge Times
CORRECTED | Hawks arrest Durban CEO in Pretoria for alleged bribery - TimesLIVE,https://www.timeslive.co.za/news/2020-10-13-durban-ceo-held-by-hawks-in-pretoria-after-allegedly-offering-a-bribe/," href=""https://www.timeslive.co.za/news/2020-10-13-durban-ceo-held-by-hawks-in-pretoria-after-allegedly-offering-a-bribe/"" target=""_blank"">CORRECTED | Hawks arrest Durban CEO in Pretoria for alleged bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TimesLIVE</font",2020-10-13 07:00:00+00:00,TimesLIVE
"AP Exclusive: 1,500 arrests in DEA violent crime initiative - ABC News",https://abcnews.go.com/Politics/wireStory/ap-exclusive-1500-arrests-dea-violent-crime-initiative-73714397," href=""https://abcnews.go.com/Politics/wireStory/ap-exclusive-1500-arrests-dea-violent-crime-initiative-73714397"" target=""_blank"">AP Exclusive: 1,500 arrests in DEA violent crime initiative</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ABC News</font",2020-10-20 14:23:20+00:00,ABC News
Madurai Corporation bill collector arrested for taking bribe - Times of India,https://timesofindia.indiatimes.com/city/madurai/madurai-corporation-bill-collector-arrested-for-taking-bribe/articleshow/78517614.cms," href=""https://timesofindia.indiatimes.com/city/madurai/madurai-corporation-bill-collector-arrested-for-taking-bribe/articleshow/78517614.cms"" target=""_blank"">Madurai Corporation bill collector arrested for taking bribe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font",2020-10-06 07:00:00+00:00,Times of India
South Africa: Two Men Arrested for Possession of Dagga and Bribing Police Officers - AllAfrica.com,https://allafrica.com/stories/202010200702.html," href=""https://allafrica.com/stories/202010200702.html"" target=""_blank"">South Africa: Two Men Arrested for Possession of Dagga and Bribing Police Officers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AllAfrica.com</font",2020-10-20 13:34:28+00:00,AllAfrica.com
"Saudi Arabia: Chief Justice, seven judges prosecuted for bribery, money laundering - Gulf News",https://gulfnews.com/world/gulf/saudi/saudi-arabia-chief-justice-seven-judges-prosecuted-for-bribery-money-laundering-1.74364730," href=""https://gulfnews.com/world/gulf/saudi/saudi-arabia-chief-justice-seven-judges-prosecuted-for-bribery-money-laundering-1.74364730"" target=""_blank"">Saudi Arabia: Chief Justice, seven judges prosecuted for bribery, money laundering</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gulf News</font",2020-10-06 07:00:00+00:00,Gulf News
British Whistleblower Arrested in Croatia Tells of 'Nightmare' Extradition Wait - Balkan Insight,https://balkaninsight.com/2020/10/09/british-whistleblower-arrested-in-croatia-tells-of-nightmare-extradition-wait/," href=""https://balkaninsight.com/2020/10/09/british-whistleblower-arrested-in-croatia-tells-of-nightmare-extradition-wait/"" target=""_blank"">British Whistleblower Arrested in Croatia Tells of 'Nightmare' Extradition Wait</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Balkan Insight</font",2020-10-09 07:00:00+00:00,Balkan Insight
Vice-president of the Czech Football Association arrested amid bribery investigation - CitySpy Network // Czech Republic / Prague - CitySpy Prague,https://cz.cityspy.network/prague/prague-czech-local-news/vice-president-of-the-czech-football-association-arrested-amid-bribery-investigation/," href=""https://cz.cityspy.network/prague/prague-czech-local-news/vice-president-of-the-czech-football-association-arrested-amid-bribery-investigation/"" target=""_blank"">Vice-president of the Czech Football Association arrested amid bribery investigation - CitySpy Network // Czech Republic / Prague</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CitySpy Prague</font",2020-10-16 12:40:05+00:00,CitySpy Prague
Notorious Kyrgyz Criminal Arrested - OCCRP,https://www.occrp.org/en/daily/13299-notorious-kyrgyz-criminal-arrested," href=""https://www.occrp.org/en/daily/13299-notorious-kyrgyz-criminal-arrested"" target=""_blank"">Notorious Kyrgyz Criminal Arrested</a>&nbsp;&nbsp;<font color=""#6f6f6f"">OCCRP</font",2020-10-22 20:24:00+00:00,OCCRP
Parent of Brazil's JBS pleads guilty to U.S. foreign bribery charges - Reuters,https://www.reuters.com/article/us-j-f-brazil-crime-idUSKBN26Z2FZ," href=""https://www.reuters.com/article/us-j-f-brazil-crime-idUSKBN26Z2FZ"" target=""_blank"">Parent of Brazil's JBS pleads guilty to U.S. foreign bribery charges</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font",2020-10-14 07:00:00+00:00,Reuters
Goldman Sachs settles Malaysian bribery case for $2.9 billion - Axios,https://www.axios.com/goldman-sachs-settles-malaysian-bribert-1mdb-5be242d7-b692-496c-b79f-e515847469c2.html," href=""https://www.axios.com/goldman-sachs-settles-malaysian-bribert-1mdb-5be242d7-b692-496c-b79f-e515847469c2.html"" target=""_blank"">Goldman Sachs settles Malaysian bribery case for $2.9 billion</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font",2020-10-22 16:35:55+00:00,Axios
Bribery case against Brownsville ISD school board trustee scheduled for trial next week - KRGV,http://www.krgv.com/news/bribery-case-against-brownsville-isd-school-board-trustee-scheduled-for-trial-next-week/," href=""http://www.krgv.com/news/bribery-case-against-brownsville-isd-school-board-trustee-scheduled-for-trial-next-week/"" target=""_blank"">Bribery case against Brownsville ISD school board trustee scheduled for trial next week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KRGV</font",2020-10-20 00:00:22+00:00,KRGV
Police Arrests Two Nrm Youth Delegates Over Bribery - New Vision,https://www.newvision.co.ug/news/1529246/police-arrests-nrm-youth-delegates-bribery," href=""https://www.newvision.co.ug/news/1529246/police-arrests-nrm-youth-delegates-bribery"" target=""_blank"">Police Arrests Two Nrm Youth Delegates Over Bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New Vision</font",2020-10-13 18:17:55+00:00,New Vision
Make It Clear No One Is Above Law - Wheeling Intelligencer,https://www.theintelligencer.net/opinion/editorials/2020/10/make-it-clear-no-one-is-above-law/," href=""https://www.theintelligencer.net/opinion/editorials/2020/10/make-it-clear-no-one-is-above-law/"" target=""_blank"">Make It Clear No One Is Above Law</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Wheeling Intelligencer</font",2020-10-27 04:23:52+00:00,Wheeling Intelligencer
Free State asbestos corruption suspect accused of 'attempted bribery' - The South African,https://www.thesouthafrican.com/news/free-state-asbestos-corruption-suspect-attempted-bribery/," href=""https://www.thesouthafrican.com/news/free-state-asbestos-corruption-suspect-attempted-bribery/"" target=""_blank"">Free State asbestos corruption suspect accused of 'attempted bribery'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The South African</font",2020-10-02 07:00:00+00:00,The South African
Palm Bay developer accused of bribery tried to rezone Plantation Circle land since 2015 - Florida Today,https://www.floridatoday.com/story/news/2020/10/09/palm-bay-developer-accused-bribery-tried-rezone-plantation-circle-land-since-2015/3622658001/," href=""https://www.floridatoday.com/story/news/2020/10/09/palm-bay-developer-accused-bribery-tried-rezone-plantation-circle-land-since-2015/3622658001/"" target=""_blank"">Palm Bay developer accused of bribery tried to rezone Plantation Circle land since 2015</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Florida Today</font",2020-10-09 07:00:00+00:00,Florida Today
2nd whistleblower fired from Texas attorney general's office after accusing Paxton of bribery - KWTX,https://www.kwtx.com/2020/10/22/2nd-whistleblower-fired-from-texas-attorney-generals-office-after-accusing-paxton-of-bribery/," href=""https://www.kwtx.com/2020/10/22/2nd-whistleblower-fired-from-texas-attorney-generals-office-after-accusing-paxton-of-bribery/"" target=""_blank"">2nd whistleblower fired from Texas attorney general's office after accusing Paxton of bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KWTX</font",2020-10-22 23:18:00+00:00,KWTX
UPDATE 3-Parent of Brazil's JBS pleads guilty to U.S. foreign bribery charges - Successful Farming,https://www.agriculture.com/markets/newswire/update-3-parent-of-brazils-jbs-pleads-guilty-to-us-foreign-bribery-charges," href=""https://www.agriculture.com/markets/newswire/update-3-parent-of-brazils-jbs-pleads-guilty-to-us-foreign-bribery-charges"" target=""_blank"">UPDATE 3-Parent of Brazil's JBS pleads guilty to U.S. foreign bribery charges</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Successful Farming</font",2020-10-14 07:00:00+00:00,Successful Farming
"New York union boss indicted for racketeering, fraud and bribery - Construction Dive",https://www.constructiondive.com/news/new-york-union-boss-indicted-for-racketeering-fraud-and-bribery/586383/," href=""https://www.constructiondive.com/news/new-york-union-boss-indicted-for-racketeering-fraud-and-bribery/586383/"" target=""_blank"">New York union boss indicted for racketeering, fraud and bribery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Construction Dive</font",2020-10-05 07:00:00+00:00,Construction Dive
Flossmoor Trustee Resigns So He Can Keep Lobbying Chicago City Hall - WTTW News,https://news.wttw.com/2020/10/22/flossmoor-trustee-resigns-so-he-can-keep-lobbying-chicago-city-hall," href=""https://news.wttw.com/2020/10/22/flossmoor-trustee-resigns-so-he-can-keep-lobbying-chicago-city-hall"" target=""_blank"">Flossmoor Trustee Resigns So He Can Keep Lobbying Chicago City Hall</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WTTW News</font",2020-10-22 22:23:17+00:00,WTTW News
Man suspected of removing people from quarantine lists for bribes - The Jerusalem Post,https://www.jpost.com/breaking-news/man-suspected-of-removing-people-from-quarantine-lists-for-bribes-644140," href=""https://www.jpost.com/breaking-news/man-suspected-of-removing-people-from-quarantine-lists-for-bribes-644140"" target=""_blank"">Man suspected of removing people from quarantine lists for bribes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Jerusalem Post</font",2020-10-01 09:54:00+00:00,The Jerusalem Post
Bribery case against co-owner of burnt Kemerovo mall reaches court - RAPSI,http://rapsinews.com/judicial_news/20200928/306330450.html," href=""http://rapsinews.com/judicial_news/20200928/306330450.html"" target=""_blank"">Bribery case against co-owner of burnt Kemerovo mall reaches court</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RAPSI</font",2020-09-28 07:00:00+00:00,RAPSI
Ohio lawmaker calls on AG Dave Yost to resign for opposing his request to investigate Gov. Mike DeWine - cleveland.com,https://www.cleveland.com/open/2020/10/ohio-lawmaker-calls-on-ag-dave-yost-to-resign-for-opposing-his-request-to-have-gov-mike-dewine-arrested.html," href=""https://www.cleveland.com/open/2020/10/ohio-lawmaker-calls-on-ag-dave-yost-to-resign-for-opposing-his-request-to-have-gov-mike-dewine-arrested.html"" target=""_blank"">Ohio lawmaker calls on AG Dave Yost to resign for opposing his request to investigate Gov. Mike DeWine</a>&nbsp;&nbsp;<font color=""#6f6f6f"">cleveland.com</font",2020-10-27 00:37:00+00:00,cleveland.com
PUNJAB PUNCH: The dilemma of Punjab’s anti-corruption department - Pakistan Today,https://www.pakistantoday.com.pk/2020/10/25/punjab-punch-the-dilemma-of-punjabs-anti-corruption-department/," href=""https://www.pakistantoday.com.pk/2020/10/25/punjab-punch-the-dilemma-of-punjabs-anti-corruption-department/"" target=""_blank"">PUNJAB PUNCH: The dilemma of Punjab’s anti-corruption department</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pakistan Today</font",2020-10-25 23:38:33+00:00,Pakistan Today
Ohio GOP lawmakers favor remake of tainted energy bill - WFMJ,https://www.wfmj.com/story/42785634/ohio-gop-lawmakers-favor-remake-of-tainted-energy-bill," href=""https://www.wfmj.com/story/42785634/ohio-gop-lawmakers-favor-remake-of-tainted-energy-bill"" target=""_blank"">Ohio GOP lawmakers favor remake of tainted energy bill</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WFMJ</font",2020-10-19 18:02:00+00:00,WFMJ
