title,link,description,date,source
CEO Accused of Virus Loan Fraud to Be Released on $2M Bond - U.S. News & World Report,https://www.usnews.com/news/best-states/hawaii/articles/2020-09-30/hawaii-ceo-accused-of-128m-in-fraud-virus-assistance-loans," href=""https://www.usnews.com/news/best-states/hawaii/articles/2020-09-30/hawaii-ceo-accused-of-128m-in-fraud-virus-assistance-loans"" target=""_blank"">CEO Accused of Virus Loan Fraud to Be Released on $2M Bond</a>&nbsp;&nbsp;<font color=""#6f6f6f"">U.S. News & World Report</font",2020-10-02 07:00:00+00:00,U.S. News & World Report
"Kayla Giles arrested, accused of identity theft, benefits fraud - KALB News",https://www.kalb.com/2020/10/19/kayla-giles-arrested-accused-of-identity-theft-benefits-fraud/," href=""https://www.kalb.com/2020/10/19/kayla-giles-arrested-accused-of-identity-theft-benefits-fraud/"" target=""_blank"">Kayla Giles arrested, accused of identity theft, benefits fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KALB News</font",2020-10-19 19:22:00+00:00,KALB News
Broward Lawyer Accused of Raising $100 Million for Fraud Scheme | Daily Business Review - Law.com,https://www.law.com/dailybusinessreview/2020/09/29/broward-lawyer-accused-of-raising-100-million-for-fraud-scheme/," href=""https://www.law.com/dailybusinessreview/2020/09/29/broward-lawyer-accused-of-raising-100-million-for-fraud-scheme/"" target=""_blank"">Broward Lawyer Accused of Raising $100 Million for Fraud Scheme | Daily Business Review</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Law.com</font",2020-09-29 07:00:00+00:00,Law.com
West Monroe woman accused of SNAPs fraud - cenlanow.com,https://www.cenlanow.com/state-news/west-monroe-woman-accused-of-snaps-fraud/," href=""https://www.cenlanow.com/state-news/west-monroe-woman-accused-of-snaps-fraud/"" target=""_blank"">West Monroe woman accused of SNAPs fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">cenlanow.com</font",2020-10-02 07:00:00+00:00,cenlanow.com
Rochester Mayor Lovely Warren indicted in felony campaign finance fraud - Democrat & Chronicle,https://www.democratandchronicle.com/story/news/2020/10/02/lovely-warren-indicted-rochester-mayor-accused-campaign-finance-fraud/5892804002/," href=""https://www.democratandchronicle.com/story/news/2020/10/02/lovely-warren-indicted-rochester-mayor-accused-campaign-finance-fraud/5892804002/"" target=""_blank"">Rochester Mayor Lovely Warren indicted in felony campaign finance fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Democrat & Chronicle</font",2020-10-02 07:00:00+00:00,Democrat & Chronicle
Exiled Trader Accused of Fraud Says Denmark Offered Four Years in a ‘Nice Cell’ - Yahoo Finance,https://finance.yahoo.com/news/exile-trader-says-danes-offered-052132506.html," href=""https://finance.yahoo.com/news/exile-trader-says-danes-offered-052132506.html"" target=""_blank"">Exiled Trader Accused of Fraud Says Denmark Offered Four Years in a ‘Nice Cell’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font",2020-10-07 06:50:00+00:00,Yahoo Finance
YouTuber Lakshay Chaudhary levels serious allegations of fraud against Gaurav Wasan of Swad Official whose video on ‘Baba ka Dhaba’ had gone viral - OpIndia,https://www.opindia.com/2020/10/baba-ka-dhaba-gaurav-wasan-swad-official-lakshay-chaudhary/," href=""https://www.opindia.com/2020/10/baba-ka-dhaba-gaurav-wasan-swad-official-lakshay-chaudhary/"" target=""_blank"">YouTuber Lakshay Chaudhary levels serious allegations of fraud against Gaurav Wasan of Swad Official whose video on ‘Baba ka Dhaba’ had gone viral</a>&nbsp;&nbsp;<font color=""#6f6f6f"">OpIndia</font",2020-10-26 16:14:00+00:00,OpIndia
Brattleboro man accused of fraud | Local News | reformer.com - Brattleboro Reformer,https://www.reformer.com/local-news/brattleboro-man-accused-of-fraud/article_61c60acc-0e47-11eb-84e4-eb8556c083e8.html," href=""https://www.reformer.com/local-news/brattleboro-man-accused-of-fraud/article_61c60acc-0e47-11eb-84e4-eb8556c083e8.html"" target=""_blank"">Brattleboro man accused of fraud | Local News | reformer.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Brattleboro Reformer</font",2020-10-14 07:00:00+00:00,Brattleboro Reformer
Feds: Mid-Atlantic Maritime Academy employee accused of selling fake course certificates - wtkr.com,https://www.wtkr.com/news/feds-chief-administrator-for-mid-atlantic-maritime-academy-accused-of-selling-fake-course-certificates," href=""https://www.wtkr.com/news/feds-chief-administrator-for-mid-atlantic-maritime-academy-accused-of-selling-fake-course-certificates"" target=""_blank"">Feds: Mid-Atlantic Maritime Academy employee accused of selling fake course certificates</a>&nbsp;&nbsp;<font color=""#6f6f6f"">wtkr.com</font",2020-10-26 17:12:47+00:00,wtkr.com
Glen Snyman: South African accused of fraud for saying he's 'African' - Yahoo News,https://news.yahoo.com/glen-snyman-south-african-accused-134005290.html," href=""https://news.yahoo.com/glen-snyman-south-african-accused-134005290.html"" target=""_blank"">Glen Snyman: South African accused of fraud for saying he's 'African'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo News</font",2020-10-14 07:00:00+00:00,Yahoo News
YieldStreet Wins $77 Million From Family It Accused of Fraud (1) - Bloomberg Law,https://news.bloomberglaw.com/securities-law/yieldstreet-wins-77-million-against-family-it-accused-of-fraud," href=""https://news.bloomberglaw.com/securities-law/yieldstreet-wins-77-million-against-family-it-accused-of-fraud"" target=""_blank"">YieldStreet Wins $77 Million From Family It Accused of Fraud (1)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg Law</font",2020-10-06 14:04:47+00:00,Bloomberg Law
"SLO County marijuana mogul accused of fraud, again - Cal Coast News",https://calcoastnews.com/2020/10/slo-county-marijuana-mogul-accused-of-fraud-again/," href=""https://calcoastnews.com/2020/10/slo-county-marijuana-mogul-accused-of-fraud-again/"" target=""_blank"">SLO County marijuana mogul accused of fraud, again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cal Coast News</font",2020-10-05 07:00:00+00:00,Cal Coast News
"Miami Woman, 83, Accused of Targeting Prospective Homebuyers in $400K Fraud Scheme - NBC 6 South Florida",https://www.nbcmiami.com/news/local/miami-woman-83-accused-of-targeting-prospective-homebuyers-in-400k-fraud-scheme/2309960/," href=""https://www.nbcmiami.com/news/local/miami-woman-83-accused-of-targeting-prospective-homebuyers-in-400k-fraud-scheme/2309960/"" target=""_blank"">Miami Woman, 83, Accused of Targeting Prospective Homebuyers in $400K Fraud Scheme</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC 6 South Florida</font",2020-10-22 00:24:00+00:00,NBC 6 South Florida
Rapper accused of fraudulently getting $1.2M in jobless benefits after releasing song about unemployment fraud - ABC27,https://www.abc27.com/news/rapper-accused-of-fraudulently-getting-1-2m-in-jobless-benefits-after-releasing-song-about-unemployment-fraud/," href=""https://www.abc27.com/news/rapper-accused-of-fraudulently-getting-1-2m-in-jobless-benefits-after-releasing-song-about-unemployment-fraud/"" target=""_blank"">Rapper accused of fraudulently getting $1.2M in jobless benefits after releasing song about unemployment fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ABC27</font",2020-10-20 16:42:00+00:00,ABC27
Rapper Nuke Bizzle Is Arrested After Bragging About Unemployment Fraud in Video - The New York Times,https://www.nytimes.com/2020/10/18/us/nuke-bizzle-fraud-youtube.html," href=""https://www.nytimes.com/2020/10/18/us/nuke-bizzle-fraud-youtube.html"" target=""_blank"">Rapper Nuke Bizzle Is Arrested After Bragging About Unemployment Fraud in Video</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font",2020-10-18 07:00:00+00:00,The New York Times
FBI says OB-GYN accused in Medicare fraud scheme had net worth between $1.5M and $2M - WAVY.com,https://www.wavy.com/video/fbi-says-ob-gyn-accused-in-medicare-fraud-scheme-had-net-worth-between-1-5m-and-2m/5973021/," href=""https://www.wavy.com/video/fbi-says-ob-gyn-accused-in-medicare-fraud-scheme-had-net-worth-between-1-5m-and-2m/5973021/"" target=""_blank"">FBI says OB-GYN accused in Medicare fraud scheme had net worth between $1.5M and $2M</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WAVY.com</font",2020-10-26 23:16:19+00:00,WAVY.com
Woman sentenced to 10 years probation in Beaumont restaurant food stamp fraud case - 12newsnow.com KBMT-KJAC,https://www.12newsnow.com/article/news/crime/woman-sentenced-to-10-years-probation-in-beaumont-restaurant-food-stamp-fraud-case/502-039a2a7b-ba38-4085-94ff-d0c8a4a0676c," href=""https://www.12newsnow.com/article/news/crime/woman-sentenced-to-10-years-probation-in-beaumont-restaurant-food-stamp-fraud-case/502-039a2a7b-ba38-4085-94ff-d0c8a4a0676c"" target=""_blank"">Woman sentenced to 10 years probation in Beaumont restaurant food stamp fraud case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">12newsnow.com KBMT-KJAC</font",2020-10-26 23:00:00+00:00,12newsnow.com KBMT-KJAC
Bell helicopter official accused in Puerto Rico fraud scheme cleared of wrongdoing - Fort Worth Star-Telegram,https://www.star-telegram.com/news/local/crime/article246126735.html," href=""https://www.star-telegram.com/news/local/crime/article246126735.html"" target=""_blank"">Bell helicopter official accused in Puerto Rico fraud scheme cleared of wrongdoing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fort Worth Star-Telegram</font",2020-09-30 07:00:00+00:00,Fort Worth Star-Telegram
Trio accused in Riverside County mail fraud scheme that netted over $500K - KESQ,https://kesq.com/news/crime/2020/10/22/trio-accused-in-riverside-county-mail-fraud-scheme-that-netted-over-500k/," href=""https://kesq.com/news/crime/2020/10/22/trio-accused-in-riverside-county-mail-fraud-scheme-that-netted-over-500k/"" target=""_blank"">Trio accused in Riverside County mail fraud scheme that netted over $500K</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KESQ</font",2020-10-22 21:35:00+00:00,KESQ
First arrests made in push to reduce COVID-19 unemployment fraud - KTBS,https://www.ktbs.com/news/crime/first-arrests-made-in-push-to-reduce-covid-19-unemployment-fraud/article_10c3f4fc-1452-11eb-8fe4-ebf515eee79c.html," href=""https://www.ktbs.com/news/crime/first-arrests-made-in-push-to-reduce-covid-19-unemployment-fraud/article_10c3f4fc-1452-11eb-8fe4-ebf515eee79c.html"" target=""_blank"">First arrests made in push to reduce COVID-19 unemployment fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KTBS</font",2020-10-22 10:33:00+00:00,KTBS
"Kinnear murder accused also charged with fraud, suspect in attempted hit on top attorney - IOL",https://www.iol.co.za/news/south-africa/western-cape/kinnear-murder-accused-also-charged-with-fraud-suspect-in-attempted-hit-on-top-attorney-358ad21f-bd5d-4162-bd57-667dc7d79a5f," href=""https://www.iol.co.za/news/south-africa/western-cape/kinnear-murder-accused-also-charged-with-fraud-suspect-in-attempted-hit-on-top-attorney-358ad21f-bd5d-4162-bd57-667dc7d79a5f"" target=""_blank"">Kinnear murder accused also charged with fraud, suspect in attempted hit on top attorney</a>&nbsp;&nbsp;<font color=""#6f6f6f"">IOL</font",2020-10-27 07:59:23+00:00,IOL
Fort Lauderdale lawyer accused of raising $100M in 1 Global Capital fraud - South Florida - South Florida Business Journal,https://www.bizjournals.com/southflorida/news/2020/09/30/ft-lauderdale-lawyer-accused-of-fraud.html," href=""https://www.bizjournals.com/southflorida/news/2020/09/30/ft-lauderdale-lawyer-accused-of-fraud.html"" target=""_blank"">Fort Lauderdale lawyer accused of raising $100M in 1 Global Capital fraud - South Florida</a>&nbsp;&nbsp;<font color=""#6f6f6f"">South Florida Business Journal</font",2020-09-30 07:00:00+00:00,South Florida Business Journal
Etowah County man among six accused in $41 million fraud case - Gadsden Times,https://www.gadsdentimes.com/story/news/local/2020/09/30/etowah-county-man-among-six-accused-41-million-health-fraud-case/3567470001/," href=""https://www.gadsdentimes.com/story/news/local/2020/09/30/etowah-county-man-among-six-accused-41-million-health-fraud-case/3567470001/"" target=""_blank"">Etowah County man among six accused in $41 million fraud case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gadsden Times</font",2020-09-30 07:00:00+00:00,Gadsden Times
Texas Attorney General Is Accused by Top Aides of Abusing His Office - The New York Times,https://www.nytimes.com/2020/10/04/us/paxton-texas-AG-bribery.html," href=""https://www.nytimes.com/2020/10/04/us/paxton-texas-AG-bribery.html"" target=""_blank"">Texas Attorney General Is Accused by Top Aides of Abusing His Office</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font",2020-10-04 07:00:00+00:00,The New York Times
Pensioner faces extradition to Canada after being accused of fraud - NW Evening Mail,https://www.nwemail.co.uk/news/18811999.furness-pensioner-faces-extradition-canada-accused-fraud/," href=""https://www.nwemail.co.uk/news/18811999.furness-pensioner-faces-extradition-canada-accused-fraud/"" target=""_blank"">Pensioner faces extradition to Canada after being accused of fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NW Evening Mail</font",2020-10-21 16:27:00+00:00,NW Evening Mail
'Just like propaganda': the three men enabling Trump's voter fraud lies - The Guardian,https://www.theguardian.com/us-news/2020/oct/26/us-election-voter-fraud-mail-in-ballots," href=""https://www.theguardian.com/us-news/2020/oct/26/us-election-voter-fraud-mail-in-ballots"" target=""_blank"">'Just like propaganda': the three men enabling Trump's voter fraud lies</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian</font",2020-10-26 13:00:00+00:00,The Guardian
2 Broward Lawyers Face Criminal Charges for Alleged Fraud Involving Foreclosed Properties | Daily Business Review - Law.com,https://www.law.com/dailybusinessreview/2020/10/07/2-broward-lawyers-face-criminal-charges-for-alleged-fraud-involving-foreclosed-properties/," href=""https://www.law.com/dailybusinessreview/2020/10/07/2-broward-lawyers-face-criminal-charges-for-alleged-fraud-involving-foreclosed-properties/"" target=""_blank"">2 Broward Lawyers Face Criminal Charges for Alleged Fraud Involving Foreclosed Properties | Daily Business Review</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Law.com</font",2020-10-07 07:00:00+00:00,Law.com
"70 charges brought against 4 Kyle suspects accused of burglary, fraud - KXAN.com",https://www.kxan.com/news/crime/70-charges-brought-against-4-kyle-suspects-accused-of-burglary-fraud/," href=""https://www.kxan.com/news/crime/70-charges-brought-against-4-kyle-suspects-accused-of-burglary-fraud/"" target=""_blank"">70 charges brought against 4 Kyle suspects accused of burglary, fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KXAN.com</font",2020-10-04 07:00:00+00:00,KXAN.com
Defense Contractor Accused Of PPP Fraud Can Go Free On $2 Million Bail - Honolulu Civil Beat,https://www.civilbeat.org/2020/10/defense-contractor-accused-of-ppp-fraud-can-go-free-on-2-million-bail/," href=""https://www.civilbeat.org/2020/10/defense-contractor-accused-of-ppp-fraud-can-go-free-on-2-million-bail/"" target=""_blank"">Defense Contractor Accused Of PPP Fraud Can Go Free On $2 Million Bail</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Honolulu Civil Beat</font",2020-10-02 07:00:00+00:00,Honolulu Civil Beat
Prime suspect in fraud case nabbed - The Tribune India,https://www.tribuneindia.com/news/amritsar/prime-suspect-in-fraud-case-nabbed-161719," href=""https://www.tribuneindia.com/news/amritsar/prime-suspect-in-fraud-case-nabbed-161719"" target=""_blank"">Prime suspect in fraud case nabbed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Tribune India</font",2020-10-27 01:29:00+00:00,The Tribune India
"Bucks County doctor accused of forgery, prescription drug fraud - lehighvalleylive.com",https://www.lehighvalleylive.com/allentown/2020/10/bucks-county-physician-accused-of-forgery-and-prescription-drug-fraud.html," href=""https://www.lehighvalleylive.com/allentown/2020/10/bucks-county-physician-accused-of-forgery-and-prescription-drug-fraud.html"" target=""_blank"">Bucks County doctor accused of forgery, prescription drug fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">lehighvalleylive.com</font",2020-10-04 07:00:00+00:00,lehighvalleylive.com
Lehigh Acres man accused of tax fraud and unemployment scams - Fox 4,https://www.fox4now.com/news/local-news/lehigh-acres-man-accused-of-tax-fraud-and-unemployment-scams," href=""https://www.fox4now.com/news/local-news/lehigh-acres-man-accused-of-tax-fraud-and-unemployment-scams"" target=""_blank"">Lehigh Acres man accused of tax fraud and unemployment scams</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fox 4</font",2020-10-21 04:14:00+00:00,Fox 4
Wells Fargo Fires More Than 100 Employees Accused Of Coronavirus Relief Fraud - NPR,https://www.npr.org/sections/coronavirus-live-updates/2020/10/15/923976874/wells-fargo-fires-more-than-100-employees-for-alleged-coronavirus-relief-fraud," href=""https://www.npr.org/sections/coronavirus-live-updates/2020/10/15/923976874/wells-fargo-fires-more-than-100-employees-for-alleged-coronavirus-relief-fraud"" target=""_blank"">Wells Fargo Fires More Than 100 Employees Accused Of Coronavirus Relief Fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font",2020-10-15 07:00:00+00:00,NPR
"Aspen, Houston resident charged in $2 billion tax fraud case - Aspen Times",https://www.aspentimes.com/news/aspen-houston-resident-charged-in-2-billion-tax-fraud-case/," href=""https://www.aspentimes.com/news/aspen-houston-resident-charged-in-2-billion-tax-fraud-case/"" target=""_blank"">Aspen, Houston resident charged in $2 billion tax fraud case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Aspen Times</font",2020-10-26 06:56:00+00:00,Aspen Times
"Peterborough teen accused of credit card theft, fraud - Global News",https://globalnews.ca/news/7412851/peterborough-teen-accused-of-credit-card-theft-fraud/," href=""https://globalnews.ca/news/7412851/peterborough-teen-accused-of-credit-card-theft-fraud/"" target=""_blank"">Peterborough teen accused of credit card theft, fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global News</font",2020-10-22 13:50:34+00:00,Global News
Black Lives Matter responds to man accused of fraud for using their likeness - WSB Atlanta,https://www.wsbtv.com/news/black-lives-matter-responds-man-accused-fraud-using-their-likeness/ILBBSDH4JVEARJJONMDTH7FFOU/," href=""https://www.wsbtv.com/news/black-lives-matter-responds-man-accused-fraud-using-their-likeness/ILBBSDH4JVEARJJONMDTH7FFOU/"" target=""_blank"">Black Lives Matter responds to man accused of fraud for using their likeness</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSB Atlanta</font",2020-09-28 07:00:00+00:00,WSB Atlanta
"Amazon employee arrested, charged with issuing $96,500 in fake refunds - Business Insider - Business Insider",https://www.businessinsider.com/amazon-employee-arrested-charged-with-issuing-96500-in-fake-refunds-2020-10," href=""https://www.businessinsider.com/amazon-employee-arrested-charged-with-issuing-96500-in-fake-refunds-2020-10"" target=""_blank"">Amazon employee arrested, charged with issuing $96,500 in fake refunds - Business Insider</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font",2020-10-05 07:00:00+00:00,Business Insider
North Mankato woman accused of unemployment fraud - Mankato Free Press,https://www.mankatofreepress.com/news/local_news/north-mankato-woman-accused-of-unemployment-fraud/article_7a5845ae-0cd1-11eb-a659-7f7d1ee579c6.html," href=""https://www.mankatofreepress.com/news/local_news/north-mankato-woman-accused-of-unemployment-fraud/article_7a5845ae-0cd1-11eb-a659-7f7d1ee579c6.html"" target=""_blank"">North Mankato woman accused of unemployment fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mankato Free Press</font",2020-10-12 07:00:00+00:00,Mankato Free Press
"27 Unlicensed Contractors Accused Of Fraud: Hillsborough Sheriff - Brandon, FL Patch",https://patch.com/florida/brandon/27-unlicensed-contractors-accused-fraud-hillsborough-sheriff," href=""https://patch.com/florida/brandon/27-unlicensed-contractors-accused-fraud-hillsborough-sheriff"" target=""_blank"">27 Unlicensed Contractors Accused Of Fraud: Hillsborough Sheriff</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Brandon, FL Patch</font",2020-10-04 17:14:00+00:00,"Brandon, FL Patch"
Richmond police seeking credit card fraud suspect - 8News,https://www.wric.com/news/crime/richmond-police-seeking-credit-card-fraud-suspect/," href=""https://www.wric.com/news/crime/richmond-police-seeking-credit-card-fraud-suspect/"" target=""_blank"">Richmond police seeking credit card fraud suspect</a>&nbsp;&nbsp;<font color=""#6f6f6f"">8News</font",2020-10-26 17:19:00+00:00,8News
Staveley accused of misunderstanding the term “same deal” in Barclays fraud lawsuit - Global Investigations Review,https://globalinvestigationsreview.com/article/1234261/staveley-accused-of-misunderstanding-the-term-%E2%80%9Csame-deal%E2%80%9D-in-barclays-fraud-lawsuit," href=""https://globalinvestigationsreview.com/article/1234261/staveley-accused-of-misunderstanding-the-term-%E2%80%9Csame-deal%E2%80%9D-in-barclays-fraud-lawsuit"" target=""_blank"">Staveley accused of misunderstanding the term “same deal” in Barclays fraud lawsuit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global Investigations Review</font",2020-10-15 07:00:00+00:00,Global Investigations Review
"Stuart doctor sued for fraud, deception, financial mismanagement - WPTV.com",https://www.wptv.com/news/region-martin-county/stuart/stuart-doctor-sued-for-fraud-deception-financial-mismanagement," href=""https://www.wptv.com/news/region-martin-county/stuart/stuart-doctor-sued-for-fraud-deception-financial-mismanagement"" target=""_blank"">Stuart doctor sued for fraud, deception, financial mismanagement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPTV.com</font",2020-10-26 23:21:00+00:00,WPTV.com
NatWest Accused Of Disclosure Fraud In £14M Case - Law360,https://www.law360.com/articles/1321908/natwest-accused-of-disclosure-fraud-in-14m-case," href=""https://www.law360.com/articles/1321908/natwest-accused-of-disclosure-fraud-in-14m-case"" target=""_blank"">NatWest Accused Of Disclosure Fraud In £14M Case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Law360</font",2020-10-22 16:11:00+00:00,Law360
"Grover Beach pot shop owner accused of fraud, again - Cal Coast Times",https://calcoasttimes.com/2020/10/05/grover-beach-pot-shop-owner-accused-of-fraud-again/," href=""https://calcoasttimes.com/2020/10/05/grover-beach-pot-shop-owner-accused-of-fraud-again/"" target=""_blank"">Grover Beach pot shop owner accused of fraud, again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cal Coast Times</font",2020-10-05 07:00:00+00:00,Cal Coast Times
Philadelphia-area residents accused of using counterfeit stimulus checks to buy luxury cars - Philadelphia Business Journal,https://www.bizjournals.com/philadelphia/news/2020/10/23/14-charged-in-nationwide-bank-fraud-cause.html," href=""https://www.bizjournals.com/philadelphia/news/2020/10/23/14-charged-in-nationwide-bank-fraud-cause.html"" target=""_blank"">Philadelphia-area residents accused of using counterfeit stimulus checks to buy luxury cars</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Philadelphia Business Journal</font",2020-10-23 19:13:00+00:00,Philadelphia Business Journal
