title,link,description,date,source
Thousands of species recorded in a speck of soil - Science Daily,https://www.sciencedaily.com/releases/2020/09/200910090110.htm," href=""https://www.sciencedaily.com/releases/2020/09/200910090110.htm"" target=""_blank"">Thousands of species recorded in a speck of soil</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-10 07:00:00+00:00,Science Daily
Execution: The Main Course of the Social Media Sandwich | Rethinking Research - Inside Higher Ed,https://www.insidehighered.com/blogs/rethinking-research/execution-main-course-social-media-sandwich," href=""https://www.insidehighered.com/blogs/rethinking-research/execution-main-course-social-media-sandwich"" target=""_blank"">Execution: The Main Course of the Social Media Sandwich | Rethinking Research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-09-16 07:00:00+00:00,Inside Higher Ed
Researchers identify a protein that may help SARS-CoV-2 spread rapidly through cells: Key characteristics of virus could aid in development of treatment for COVID-19 - Science Daily,https://www.sciencedaily.com/releases/2020/08/200812161314.htm," href=""https://www.sciencedaily.com/releases/2020/08/200812161314.htm"" target=""_blank"">Researchers identify a protein that may help SARS-CoV-2 spread rapidly through cells: Key characteristics of virus could aid in development of treatment for COVID-19</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-12 07:00:00+00:00,Science Daily
Deep channels link ocean to Antarctic glacier - Science Daily,https://www.sciencedaily.com/releases/2020/09/200908200535.htm," href=""https://www.sciencedaily.com/releases/2020/09/200908200535.htm"" target=""_blank"">Deep channels link ocean to Antarctic glacier</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-08 07:00:00+00:00,Science Daily
"Fructose made in the brain could be a mechanism driving Alzheimer's disease, researchers propose - Science Daily",https://www.sciencedaily.com/releases/2020/09/200923124802.htm," href=""https://www.sciencedaily.com/releases/2020/09/200923124802.htm"" target=""_blank"">Fructose made in the brain could be a mechanism driving Alzheimer's disease, researchers propose</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-23 07:00:00+00:00,Science Daily
Graph theory: Solution to '3 utilities problem' could lead to better computers - Science Daily,https://www.sciencedaily.com/releases/2020/08/200817123034.htm," href=""https://www.sciencedaily.com/releases/2020/08/200817123034.htm"" target=""_blank"">Graph theory: Solution to '3 utilities problem' could lead to better computers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-17 07:00:00+00:00,Science Daily
'Biorubber' glue created for faster surgical recovery and pain relief - Science Daily,https://www.sciencedaily.com/releases/2020/08/200820102419.htm," href=""https://www.sciencedaily.com/releases/2020/08/200820102419.htm"" target=""_blank"">'Biorubber' glue created for faster surgical recovery and pain relief</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-20 07:00:00+00:00,Science Daily
New kind of interaction discovered in hydrogen-producing enzymes: Coupling of proton and electron transfer is the key to success - Science Daily,https://www.sciencedaily.com/releases/2020/08/200817104235.htm," href=""https://www.sciencedaily.com/releases/2020/08/200817104235.htm"" target=""_blank"">New kind of interaction discovered in hydrogen-producing enzymes: Coupling of proton and electron transfer is the key to success</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-17 07:00:00+00:00,Science Daily
Which OCD treatment works best? New brain study could lead to more personalized choices - Science Daily,https://www.sciencedaily.com/releases/2020/08/200828081026.htm," href=""https://www.sciencedaily.com/releases/2020/08/200828081026.htm"" target=""_blank"">Which OCD treatment works best? New brain study could lead to more personalized choices</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-28 07:00:00+00:00,Science Daily
Move over Akita: Introducing 'Kuma mutant' mice for islet transplantation research - Science Daily,https://www.sciencedaily.com/releases/2020/08/200805133304.htm," href=""https://www.sciencedaily.com/releases/2020/08/200805133304.htm"" target=""_blank"">Move over Akita: Introducing 'Kuma mutant' mice for islet transplantation research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-05 07:00:00+00:00,Science Daily
A touch of gold sends crystals electric with excitement - Science Daily,https://www.sciencedaily.com/releases/2020/08/200819110909.htm," href=""https://www.sciencedaily.com/releases/2020/08/200819110909.htm"" target=""_blank"">A touch of gold sends crystals electric with excitement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-19 07:00:00+00:00,Science Daily
COVID-19: The long road to recovery - Science Daily,https://www.sciencedaily.com/releases/2020/08/200806122820.htm," href=""https://www.sciencedaily.com/releases/2020/08/200806122820.htm"" target=""_blank"">COVID-19: The long road to recovery</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-06 07:00:00+00:00,Science Daily
Principal investigators should support their postdocs' chosen careers (opinion) - Inside Higher Ed,https://www.insidehighered.com/advice/2020/07/30/principal-investigators-should-support-their-postdocs-chosen-careers-opinion," href=""https://www.insidehighered.com/advice/2020/07/30/principal-investigators-should-support-their-postdocs-chosen-careers-opinion"" target=""_blank"">Principal investigators should support their postdocs' chosen careers (opinion)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-07-30 07:00:00+00:00,Inside Higher Ed
The six strains of SARS-CoV-2 - Science Daily,https://www.sciencedaily.com/releases/2020/08/200803105246.htm," href=""https://www.sciencedaily.com/releases/2020/08/200803105246.htm"" target=""_blank"">The six strains of SARS-CoV-2</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-03 07:00:00+00:00,Science Daily
"Preventing infection, facilitating healing: New biomaterials from spider silk - Science Daily",https://www.sciencedaily.com/releases/2020/08/200828115336.htm," href=""https://www.sciencedaily.com/releases/2020/08/200828115336.htm"" target=""_blank"">Preventing infection, facilitating healing: New biomaterials from spider silk</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-28 07:00:00+00:00,Science Daily
New surgical tools with smart sensors can advance cardiac surgery and therapy - Science Daily,https://www.sciencedaily.com/releases/2020/09/200907112341.htm," href=""https://www.sciencedaily.com/releases/2020/09/200907112341.htm"" target=""_blank"">New surgical tools with smart sensors can advance cardiac surgery and therapy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-07 07:00:00+00:00,Science Daily
New catalyst efficiently turns carbon dioxide into useful fuels and chemicals - Science Daily,https://www.sciencedaily.com/releases/2020/08/200813152240.htm," href=""https://www.sciencedaily.com/releases/2020/08/200813152240.htm"" target=""_blank"">New catalyst efficiently turns carbon dioxide into useful fuels and chemicals</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-13 07:00:00+00:00,Science Daily
New glove-like device mimics sense of touch - Science Daily,https://www.sciencedaily.com/releases/2020/09/200909100222.htm," href=""https://www.sciencedaily.com/releases/2020/09/200909100222.htm"" target=""_blank"">New glove-like device mimics sense of touch</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-09 07:00:00+00:00,Science Daily
Malaria discovery could expedite antiviral treatment for COVID-19 - Science Daily,https://www.sciencedaily.com/releases/2020/08/200811120143.htm," href=""https://www.sciencedaily.com/releases/2020/08/200811120143.htm"" target=""_blank"">Malaria discovery could expedite antiviral treatment for COVID-19</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-11 07:00:00+00:00,Science Daily
‘Mighty Mice’ Stay Mighty in Space - UConn Today,https://today.uconn.edu/2020/09/mighty-mice-stay-mighty-space/," href=""https://today.uconn.edu/2020/09/mighty-mice-stay-mighty-space/"" target=""_blank"">‘Mighty Mice’ Stay Mighty in Space</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UConn Today</font",2020-09-08 07:00:00+00:00,UConn Today
Mechanisms identified to restore myelin sheaths after injury or in multiple sclerosis - Science Daily,https://www.sciencedaily.com/releases/2020/08/200824105529.htm," href=""https://www.sciencedaily.com/releases/2020/08/200824105529.htm"" target=""_blank"">Mechanisms identified to restore myelin sheaths after injury or in multiple sclerosis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-24 07:00:00+00:00,Science Daily
"Conviction, Imprisonment, and Lost Earnings: How Involvement with the Criminal Justice System Deepens Inequality - brennancenter.org",https://www.brennancenter.org/our-work/research-reports/conviction-imprisonment-and-lost-earnings-how-involvement-criminal," href=""https://www.brennancenter.org/our-work/research-reports/conviction-imprisonment-and-lost-earnings-how-involvement-criminal"" target=""_blank"">Conviction, Imprisonment, and Lost Earnings: How Involvement with the Criminal Justice System Deepens Inequality</a>&nbsp;&nbsp;<font color=""#6f6f6f"">brennancenter.org</font",2020-09-15 07:00:00+00:00,brennancenter.org
Tesla battery researchers mention enabling electric aircraft with new batteries - Electrek,https://electrek.co/2020/08/13/tesla-battery-enabling-electric-aircraft/," href=""https://electrek.co/2020/08/13/tesla-battery-enabling-electric-aircraft/"" target=""_blank"">Tesla battery researchers mention enabling electric aircraft with new batteries</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Electrek</font",2020-08-13 07:00:00+00:00,Electrek
Vibration device makes homes 'smart' by tracking appliances - Science Daily,https://www.sciencedaily.com/releases/2020/09/200910090036.htm," href=""https://www.sciencedaily.com/releases/2020/09/200910090036.htm"" target=""_blank"">Vibration device makes homes 'smart' by tracking appliances</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-09-10 07:00:00+00:00,Science Daily
Earth-sized 'Pi planet' discovered by astronomers at MIT - Mint,https://www.livemint.com/science/news/earth-sized-pi-planet-discovered-by-astronomers-at-mit-11600750537062.html," href=""https://www.livemint.com/science/news/earth-sized-pi-planet-discovered-by-astronomers-at-mit-11600750537062.html"" target=""_blank"">Earth-sized 'Pi planet' discovered by astronomers at MIT</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font",2020-09-22 07:00:00+00:00,Mint
Judging panel announced for 2020 LEAP Awards competition - Design World Network,https://www.designworldonline.com/judging-panel-announced-for-2020-leap-awards-competition/," href=""https://www.designworldonline.com/judging-panel-announced-for-2020-leap-awards-competition/"" target=""_blank"">Judging panel announced for 2020 LEAP Awards competition</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Design World Network</font",2020-08-25 07:00:00+00:00,Design World Network
Rejuvenating old organs could increase donor pool - Science Daily,https://www.sciencedaily.com/releases/2020/08/200827101815.htm," href=""https://www.sciencedaily.com/releases/2020/08/200827101815.htm"" target=""_blank"">Rejuvenating old organs could increase donor pool</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-08-27 07:00:00+00:00,Science Daily
West's accusation over China's win-win cooperation with African countries is unjust - Global Times,https://www.globaltimes.cn/content/1196618.shtml," href=""https://www.globaltimes.cn/content/1196618.shtml"" target=""_blank"">West's accusation over China's win-win cooperation with African countries is unjust</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global Times</font",2020-08-04 07:00:00+00:00,Global Times
Meet the 5000 Fastest-Growing Private Companies in America - Inc.,https://www.inc.com/inc5000/2020/sophie-downes/m-gill-associates-government-contracts-miami.html," href=""https://www.inc.com/inc5000/2020/sophie-downes/m-gill-associates-government-contracts-miami.html"" target=""_blank"">Meet the 5000 Fastest-Growing Private Companies in America</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inc.</font",2020-08-19 04:51:24+00:00,Inc.
California to ban new gasoline car sales by 2035 - Seeking Alpha,https://seekingalpha.com/news/3616635-california-to-ban-new-gasoline-car-sales-2035," href=""https://seekingalpha.com/news/3616635-california-to-ban-new-gasoline-car-sales-2035"" target=""_blank"">California to ban new gasoline car sales by 2035</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font",2020-09-23 07:00:00+00:00,Seeking Alpha
India at 74 - Daily Pioneer,https://www.dailypioneer.com/2020/columnists/india-at-74.html," href=""https://www.dailypioneer.com/2020/columnists/india-at-74.html"" target=""_blank"">India at 74</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daily Pioneer</font",2020-08-15 07:00:00+00:00,Daily Pioneer
ABEBA BIRHANE - Algorithmic Colonisation of Africa - The Elephant,https://www.theelephant.info/long-reads/2020/08/21/algorithmic-colonisation-of-africa/," href=""https://www.theelephant.info/long-reads/2020/08/21/algorithmic-colonisation-of-africa/"" target=""_blank"">ABEBA BIRHANE - Algorithmic Colonisation of Africa</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Elephant</font",2020-08-21 07:00:00+00:00,The Elephant
title,link,description,date,source
"Level of media coverage for scientific research linked to number of citations: Highly cited papers also tend to receive more media attention, although the cause of the association is unclear - Science Daily",https://www.sciencedaily.com/releases/2020/07/200701152924.htm," href=""https://www.sciencedaily.com/releases/2020/07/200701152924.htm"" target=""_blank"">Level of media coverage for scientific research linked to number of citations: Highly cited papers also tend to receive more media attention, although the cause of the association is unclear</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-01 07:00:00+00:00,Science Daily
New research of oldest light confirms age of the universe - Science Daily,https://www.sciencedaily.com/releases/2020/07/200715170541.htm," href=""https://www.sciencedaily.com/releases/2020/07/200715170541.htm"" target=""_blank"">New research of oldest light confirms age of the universe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-15 07:00:00+00:00,Science Daily
Simulating wind farm development - Science Daily,https://www.sciencedaily.com/releases/2020/06/200619143349.htm," href=""https://www.sciencedaily.com/releases/2020/06/200619143349.htm"" target=""_blank"">Simulating wind farm development</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-06-19 07:00:00+00:00,Science Daily
New MIT Press Journal to Debunk Bad COVID-19 Research - Inside Higher Ed,https://www.insidehighered.com/news/2020/06/29/new-mit-press-journal-debunk-bad-covid-19-research," href=""https://www.insidehighered.com/news/2020/06/29/new-mit-press-journal-debunk-bad-covid-19-research"" target=""_blank"">New MIT Press Journal to Debunk Bad COVID-19 Research</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-06-29 07:00:00+00:00,Inside Higher Ed
Aquaculture's role in nutrition in the COVID-19 era - Science Daily,https://www.sciencedaily.com/releases/2020/07/200709135613.htm," href=""https://www.sciencedaily.com/releases/2020/07/200709135613.htm"" target=""_blank"">Aquaculture's role in nutrition in the COVID-19 era</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-09 07:00:00+00:00,Science Daily
Fast pace of scientific publishing on COVID comes with problems - Inside Higher Ed,https://www.insidehighered.com/news/2020/06/08/fast-pace-scientific-publishing-covid-comes-problems," href=""https://www.insidehighered.com/news/2020/06/08/fast-pace-scientific-publishing-covid-comes-problems"" target=""_blank"">Fast pace of scientific publishing on COVID comes with problems</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-06-08 07:00:00+00:00,Inside Higher Ed
"Only 1 in 3 COVID-19 research authors are women, and even fewer are senior authors: Lockdown measures may have further widened existing inequalities by limiting research time - Science Daily",https://www.sciencedaily.com/releases/2020/06/200611183927.htm," href=""https://www.sciencedaily.com/releases/2020/06/200611183927.htm"" target=""_blank"">Only 1 in 3 COVID-19 research authors are women, and even fewer are senior authors: Lockdown measures may have further widened existing inequalities by limiting research time</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-06-11 07:00:00+00:00,Science Daily
More realistic computer graphics: Research creates more realistic images for the technology of today and tomorrow - Science Daily,https://www.sciencedaily.com/releases/2020/07/200724141031.htm," href=""https://www.sciencedaily.com/releases/2020/07/200724141031.htm"" target=""_blank"">More realistic computer graphics: Research creates more realistic images for the technology of today and tomorrow</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-24 07:00:00+00:00,Science Daily
Amazing Black scientists - Livescience.com,https://www.livescience.com/amazing-black-scientists.html," href=""https://www.livescience.com/amazing-black-scientists.html"" target=""_blank"">Amazing Black scientists</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Livescience.com</font",2020-06-10 07:00:00+00:00,Livescience.com
"Is COVID-19 widening the gender gap in academic medicine? Study finds fewer women publishing COVID-related papers, especially in early days of pandemic - Science Daily",https://www.sciencedaily.com/releases/2020/07/200709121230.htm," href=""https://www.sciencedaily.com/releases/2020/07/200709121230.htm"" target=""_blank"">Is COVID-19 widening the gender gap in academic medicine? Study finds fewer women publishing COVID-related papers, especially in early days of pandemic</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-09 07:00:00+00:00,Science Daily
More Bad News on Women's Research Productivity - Inside Higher Ed,https://www.insidehighered.com/quicktakes/2020/05/20/more-bad-news-womens-research-productivity," href=""https://www.insidehighered.com/quicktakes/2020/05/20/more-bad-news-womens-research-productivity"" target=""_blank"">More Bad News on Women's Research Productivity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-05-20 07:00:00+00:00,Inside Higher Ed
Researchers convert female mosquitoes to nonbiting males with implications for mosquito control - Science Daily,https://www.sciencedaily.com/releases/2020/07/200714144730.htm," href=""https://www.sciencedaily.com/releases/2020/07/200714144730.htm"" target=""_blank"">Researchers convert female mosquitoes to nonbiting males with implications for mosquito control</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-14 07:00:00+00:00,Science Daily
New research deepens understanding of Earth's interaction with the solar wind - Science Daily,https://www.sciencedaily.com/releases/2020/06/200602183417.htm," href=""https://www.sciencedaily.com/releases/2020/06/200602183417.htm"" target=""_blank"">New research deepens understanding of Earth's interaction with the solar wind</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-06-02 07:00:00+00:00,Science Daily
Working paper models COVID spread at university - Inside Higher Ed,https://www.insidehighered.com/news/2020/06/22/working-paper-models-covid-spread-university," href=""https://www.insidehighered.com/news/2020/06/22/working-paper-models-covid-spread-university"" target=""_blank"">Working paper models COVID spread at university</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-06-22 07:00:00+00:00,Inside Higher Ed
AI tool speeds up search for COVID-19 treatments and vaccines: Researchers develop machine model that exponentially shortens expert review period - Science Daily,https://www.sciencedaily.com/releases/2020/05/200504155156.htm," href=""https://www.sciencedaily.com/releases/2020/05/200504155156.htm"" target=""_blank"">AI tool speeds up search for COVID-19 treatments and vaccines: Researchers develop machine model that exponentially shortens expert review period</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-05-04 07:00:00+00:00,Science Daily
Study says biological research still treats female subjects as an afterthought - Inside Higher Ed,https://www.insidehighered.com/news/2020/06/15/study-says-biological-research-still-treats-female-subjects-afterthought," href=""https://www.insidehighered.com/news/2020/06/15/study-says-biological-research-still-treats-female-subjects-afterthought"" target=""_blank"">Study says biological research still treats female subjects as an afterthought</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-06-15 07:00:00+00:00,Inside Higher Ed
Recommendations to help early-career scholars get journal articles published (opinion) - Inside Higher Ed,https://www.insidehighered.com/advice/2020/07/02/recommendations-help-early-career-scholars-get-journal-articles-published-opinion," href=""https://www.insidehighered.com/advice/2020/07/02/recommendations-help-early-career-scholars-get-journal-articles-published-opinion"" target=""_blank"">Recommendations to help early-career scholars get journal articles published (opinion)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inside Higher Ed</font",2020-07-02 07:00:00+00:00,Inside Higher Ed
New approach to some mental disorders - Science Daily,https://www.sciencedaily.com/releases/2020/05/200526124034.htm," href=""https://www.sciencedaily.com/releases/2020/05/200526124034.htm"" target=""_blank"">New approach to some mental disorders</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-05-26 07:00:00+00:00,Science Daily
"Scarcity reduces consumers' concerns about prices, even during a pandemic, research shows - Science Daily",https://www.sciencedaily.com/releases/2020/05/200513135512.htm," href=""https://www.sciencedaily.com/releases/2020/05/200513135512.htm"" target=""_blank"">Scarcity reduces consumers' concerns about prices, even during a pandemic, research shows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-05-13 07:00:00+00:00,Science Daily
"More than one cognition: A call for change in the field of comparative psychology: Reviewing 40 years of research, a new paper challenges hypotheses and calls for a more biocentric understanding of cognitive evolution - Science Daily",https://www.sciencedaily.com/releases/2020/07/200714101224.htm," href=""https://www.sciencedaily.com/releases/2020/07/200714101224.htm"" target=""_blank"">More than one cognition: A call for change in the field of comparative psychology: Reviewing 40 years of research, a new paper challenges hypotheses and calls for a more biocentric understanding of cognitive evolution</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-14 07:00:00+00:00,Science Daily
"Far-UVC light safely kills airborne coronaviruses, study finds - Science Daily",https://www.sciencedaily.com/releases/2020/06/200624172050.htm," href=""https://www.sciencedaily.com/releases/2020/06/200624172050.htm"" target=""_blank"">Far-UVC light safely kills airborne coronaviruses, study finds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-06-24 07:00:00+00:00,Science Daily
Bat research critical to preventing next pandemic - Science Daily,https://www.sciencedaily.com/releases/2020/07/200713104354.htm," href=""https://www.sciencedaily.com/releases/2020/07/200713104354.htm"" target=""_blank"">Bat research critical to preventing next pandemic</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-13 07:00:00+00:00,Science Daily
Renewable energy transition makes dollars and sense - Science Daily,https://www.sciencedaily.com/releases/2020/07/200715095448.htm," href=""https://www.sciencedaily.com/releases/2020/07/200715095448.htm"" target=""_blank"">Renewable energy transition makes dollars and sense</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-15 07:00:00+00:00,Science Daily
Genetic outcomes of great gray owl population in four states - Science Daily,https://www.sciencedaily.com/releases/2020/06/200603100500.htm," href=""https://www.sciencedaily.com/releases/2020/06/200603100500.htm"" target=""_blank"">Genetic outcomes of great gray owl population in four states</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-06-03 07:00:00+00:00,Science Daily
"Asthma does not seem to increase the severity of COVID-19, research team finds - Science Daily",https://www.sciencedaily.com/releases/2020/07/200706094126.htm," href=""https://www.sciencedaily.com/releases/2020/07/200706094126.htm"" target=""_blank"">Asthma does not seem to increase the severity of COVID-19, research team finds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science Daily</font",2020-07-06 07:00:00+00:00,Science Daily
